,Timestamp,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Number of vacation days,Employment status,Main language at work,Company size,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
0,24/11/2020 11:14:15,26.0,Male,Munich,Software Engineer,5,3,Senior,TypeScript,80000.0,5000,30,Full-time employee,English,51-100,No,0.0,0
1,24/11/2020 11:14:16,26.0,Male,Berlin,Backend Developer,7,4,Senior,Ruby,80000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
2,24/11/2020 11:14:21,29.0,Male,Berlin,Software Engineer,12,6,Lead,Javascript / Typescript,120000.0,120000,30,Self-employed (freelancer),English,101-1000,Yes,0.0,0
3,24/11/2020 11:15:24,28.0,Male,Berlin,Frontend Developer,4,1,Junior,Javascript,54000.0,0,24,Full-time employee,English,51-100,No,0.0,0
4,24/11/2020 11:15:46,37.0,Male,Berlin,Backend Developer,17,6,Senior,C# .NET,62000.0,0,29,Full-time employee,English,101-1000,No,0.0,0
5,24/11/2020 11:15:53,32.0,Male,Berlin,DevOps,5,1,Senior,"AWS, GCP, Python,K8s",76000.0,5000,30,Full-time employee,English,11-50,No,0.0,0
6,24/11/2020 11:16:35,37.0,Male,Berlin,Frontend Developer,6,0.4,Middle,Javascript,57000.0,0,24,Full-time employee,English,11-50,No,0.0,0
7,24/11/2020 11:16:44,24.0,Male,Berlin,Frontend Developer,5,1,Senior,Typescript,65000.0,0,27,Full-time employee,English,1000+,No,0.0,600
8,24/11/2020 11:17:24,29.0,Male,Berlin,Backend Developer,8,2,Senior,PHP,56000.0,0,28,Full-time employee,English,101-1000,No,30.0,0
9,24/11/2020 11:17:50,35.0,Male,Berlin,Software Engineer,15,3,Lead,Java,95000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
10,24/11/2020 11:18:06,32.0,Female,Hamburg,Data Engineer,2,2,Junior,Aws Hadoop Postgre Typescript,52500.0,0,30,Full-time employee,German,101-1000,No,0.0,0
13,24/11/2020 11:18:26,34.0,Male,Berlin,Software Engineer,14,5,Senior,Typescript,70000.0,0,28,Full-time employee,English,11-50,No,0.0,0
15,24/11/2020 11:18:41,31.0,Male,Wolfsburg,Backend Developer,5,1,Senior,Kotlin,75000.0,2000,25,Full-time employee,English,101-1000,No,0.0,0
16,24/11/2020 11:18:52,29.0,Male,Hamburg,Backend Developer,7,3,Middle,Ruby,60350.0,0,31,Full-time employee,English,1000+,i didn't but will be looking for new one because of covid,0.0,0
18,24/11/2020 11:20:03,27.0,Male,Berlin,Backend Developer,8,3,Senior,PHP,60000.0,0,25,Full-time employee,English,1000+,No,0.0,0
19,24/11/2020 11:20:49,34.0,Male,Berlin,Mobile Developer,11,5,Lead,kotlin,80000.0,80000,28,Full-time employee,English,101-1000,No,0.0,0
21,24/11/2020 11:21:18,34.0,Male,Berlin,Software Architect,15,9,Lead,NodeJS,100000.0,0,24,Full-time employee,English,1000+,No,0.0,0
22,24/11/2020 11:22:57,25.0,Male,Berlin,Software Engineer,5,2,Senior,Javascript,65000.0,0,28,Full-time employee,German,1000+,No,0.0,0
23,24/11/2020 11:23:11,59.0,Male,Berlin,Backend Developer,30,30,Senior,Java,69000.0,0,28,Full-time employee,German,101-1000,No,0.0,0
24,24/11/2020 11:23:53,36.0,Male,Berlin,Software Engineer,17,2,Lead,PHP,70000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
25,24/11/2020 11:25:03,38.0,Male,Berlin,Team Lead,18,4,Lead,iOS,80000.0,4000,28,Full-time employee,English,101-1000,Yes,0.0,0
26,24/11/2020 11:25:20,24.0,Male,Berlin,DevOps,6,3,Senior,Kubernetes,75000.0,10000,27,Full-time employee,English,101-1000,No,0.0,0
27,24/11/2020 11:25:32,37.0,Male,Berlin,Test manager,6,6,Middle,Charles,47400.0,1000,28,Full-time employee,German,1000+,No,0.0,0
29,24/11/2020 11:26:16,40.0,Male,Berlin,Product Manager,13,1,Senior,SQL,70000.0,0,28,Full-time employee,English,101-1000,No,0.0,200
30,24/11/2020 11:26:59,29.0,Male,Berlin,Software Engineer,6,4,Lead,Go,85000.0,5000,28,Full-time employee,English,101-1000,No,0.0,1100
31,24/11/2020 11:27:34,31.0,Male,Berlin,Backend Developer,5,1,Middle,java,65000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
33,24/11/2020 11:27:49,39.0,Male,Berlin,Software Engineer,8,5,Senior,Java,80000.0,0,29,Full-time employee,English,51-100,No,30.0,0
34,24/11/2020 11:28:12,27.0,Male,Berlin,Software Engineer,8,1,Middle,Javascript,63000.0,101,24,Full-time employee,English,101-1000,No,0.0,0
35,24/11/2020 11:28:14,33.0,Male,Berlin,Data Scientist,5,4,Lead,Python,150000.0,80000,24,Full-time employee,English,1000+,No,0.0,1
36,24/11/2020 11:28:58,28.0,Female,Berlin,Designer (UI/UX),7,7,Middle,Figma,45000.0,0,28,Full-time employee,German,1000+,No,0.0,0
37,24/11/2020 11:29:18,30.0,Male,Berlin,Software Engineer,8,3,Senior,JavaScript,80000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
38,24/11/2020 11:29:38,28.0,Male,Berlin,Backend Developer,5,1,Senior,Kotlin,75000.0,0,25,Full-time employee,English,101-1000,No,0.0,0
39,24/11/2020 11:29:55,38.0,Male,Berlin,DevOps,10,5,Senior,Go/Python,70000.0,0,30,Full-time employee,English,51-100,No,0.0,0
40,24/11/2020 11:30:00,29.0,Male,Berlin,Frontend Developer,7,2,Senior,React,72000.0,12000,27,Full-time employee,English,1000+,No,0.0,1000
41,24/11/2020 11:30:11,49.0,Male,Berlin,Software Engineer,15,15,Senior,Java,67000.0,1500,29,Full-time employee,German,1000+,No,0.0,0
42,24/11/2020 11:30:21,32.0,Male,Berlin,Frontend Developer,10,5,Senior,TypeScript,105000.0,0,60,Self-employed (freelancer),English,101-1000,Yes,0.0,5000
43,24/11/2020 11:30:38,33.0,Female,Berlin,Software Engineer,12,5,Senior,С#,88000.0,35200,30,Full-time employee,English,1000+,0,0.0,0
44,24/11/2020 11:30:45,30.0,Male,Berlin,Software Engineer,6,3,Senior,Java,74000.0,15000,27,Full-time employee,English,1000+,No,0.0,0
45,24/11/2020 11:31:01,48.0,Male,Berlin,Software Engineer,25,11,Senior,Java,75000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
47,24/11/2020 11:31:45,32.0,Male,Berlin,Backend Developer,3,1,Middle,Java,77000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
49,24/11/2020 11:31:51,31.0,Male,Berlin,Software Engineer,7,3,Lead,Python,76000.0,10000,27,Full-time employee,English,101-1000,No,0.0,0
50,24/11/2020 11:32:11,35.0,Male,Berlin,Backend Developer,10,7,Senior,Ruby,75000.0,0,30,Full-time employee,English,101-1000,No,0.0,500
51,24/11/2020 11:32:24,28.0,Female,Berlin,Designer (UI/UX),7,7,Middle,Figma,45000.0,0,28,Full-time employee,German,1000+,No,0.0,0
53,24/11/2020 11:32:48,32.0,Male,Berlin,Backend Developer,8,5,Senior,PHP,65000.0,0,30,Full-time employee,English,11-50,No,0.0,0
54,24/11/2020 11:32:57,44.0,Male,Berlin,Backend Developer,12,3,Senior,Java,68000.0,0,26,Full-time employee,English,11-50,No,0.0,0
56,24/11/2020 11:33:33,35.0,Male,Munich,Software Engineer,11,3,Senior,Php,65000.0,5000,29,Full-time employee,German,101-1000,No,0.0,2000
58,24/11/2020 11:33:46,29.0,Male,Berlin,Software Engineer,5,3,Senior,Go,75000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
59,24/11/2020 11:33:51,66.0,Male,Munich,Software Engineer,40,4,Lead,ruby on rails,70000.0,0,30,Full-time employee,German,51-100,No,0.0,0
60,24/11/2020 11:35:25,39.0,Female,Berlin,Software Engineer,10,10,Senior,Java,70500.0,1000,30,Full-time employee,German,101-1000,No,0.0,500
61,24/11/2020 11:36:44,28.0,Male,Munich,Backend Developer,5,4,Senior,Kotlin,72000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
62,24/11/2020 11:37:39,34.0,Male,Munich,Frontend Developer,5,5,Senior,JavaScript/ES6,73500.0,0,27,Full-time employee,English,11-50,No,0.0,0
63,24/11/2020 11:37:52,34.0,Male,Munich,Software Engineer,13,3,Lead,.NET,72000.0,72000,30,Full-time employee,English,51-100,No,32.0,0
64,24/11/2020 11:38:10,32.0,Male,Munich,Frontend Developer,7,5,Senior,Javascript,62000.0,0,30,Full-time employee,German,101-1000,No,0.0,0
65,24/11/2020 11:38:14,38.0,Male,Stuttgart,Hardware Engineer,15,5,Lead,Hardware,83000.0,0,30,Full-time employee,English,1000+,0,0.0,0
67,24/11/2020 11:38:22,45.0,Male,Schleswig-Holstein,Software Engineer,26,18,Senior,C#,93000.0,10000,30,Full-time employee,German,1000+,No,0.0,0
69,24/11/2020 11:40:04,28.0,Male,Berlin,Software Engineer,3,2,Middle,Js,55000.0,0,22,Full-time employee,English,11-50,No,24.0,0
70,24/11/2020 11:40:05,29.0,Male,Konstanz area,Mobile Developer,6,3,Middle,android,53000.0,0,26,Full-time employee,English,11-50,No,20.0,0
71,24/11/2020 11:40:24,36.0,Male,Munich,Backend Developer,15,3,Senior,java,55000.0,0,28,Full-time employee,English,1000+,No,0.0,600
72,24/11/2020 11:40:42,39.0,Male,Berlin,Software Engineer,10,2,Senior,C#,75000.0,0,30,Full-time employee,German,1000+,No,0.0,0
73,24/11/2020 11:40:45,29.0,Male,Munich,Software Engineer,7,3,Senior,JavaScript ,80000.0,5000,24,Full-time employee,English,1000+,No,0.0,1000
74,24/11/2020 11:42:49,31.0,Male,Berlin,Engineering Manager,11,6,Lead,Java,80000.0,0,27,Full-time employee,English,101-1000,No,40.0,200
75,24/11/2020 11:43:28,30.0,Male,Berlin,Backend Developer,5,5,Middle,Java,55000.0,0,27,Full-time employee,English,1000+,No,0.0,0
77,24/11/2020 11:43:49,33.0,Male,Frankfurt,Software Engineer,4,0,Middle,Java,50000.0,0,24,Full-time employee,English,11-50,No,0.0,0
78,24/11/2020 11:44:00,27.0,Male,Berlin,Software Engineer,5,1,Senior,Scala,78000.0,0,30,Full-time employee,English,1000+,No,0.0,0
79,24/11/2020 11:44:02,26.0,Female,Munich,Data Scientist,6,2,Middle,python,60000.0,10000,26,Full-time employee,English,1000+,No,0.0,0
80,24/11/2020 11:44:10,26.0,Male,Berlin,Software Engineer,8,3,Lead,Go,85000.0,0,28,Full-time employee,English,1000+,No,0.0,0
81,24/11/2020 11:44:18,31.0,Female,Berlin,Analytics engineer,6,2,Middle,SQL,60000.0,0,27,Full-time employee,English,101-1000,No,0.0,500
82,24/11/2020 11:44:34,30.0,Male,Berlin,Software Engineer,10,2,Senior,Scala,72000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
84,24/11/2020 11:44:59,43.0,Male,Berlin,Mobile Developer,5,3,Senior,Kotlin,72000.0,0,30,Full-time employee,English,1000+,No,0.0,0
85,24/11/2020 11:45:28,33.0,Male,Berlin,Software Engineer,5,1,Middle,python,65000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
88,24/11/2020 11:46:16,24.0,Male,Berlin,Data Scientist,4,2,Senior,Python,73000.0,73000,24,Full-time employee,English,101-1000,No,0.0,0
89,24/11/2020 11:46:21,29.0,Male,Berlin,DevOps,7,1,Lead,Kubernetes,78000.0,10000,28,Full-time employee,English,101-1000,No,0.0,0
90,24/11/2020 11:46:42,29.0,Male,Berlin,Data Scientist,4,4,Senior,Python,81000.0,0,29,Full-time employee,English,101-1000,No,0.0,300
91,24/11/2020 11:46:48,30.0,Male,Munich,Hardware Engineer,5,5,Senior,VHDL,75000.0,10000,30,Full-time employee,English,101-1000,No,0.0,0
92,24/11/2020 11:48:46,35.0,Female,Berlin,Reporting Engineer,3,2,Middle,Power BI,55000.0,3000,31,Full-time employee,German,1000+,No,0.0,0
95,24/11/2020 11:49:42,33.0,Male,Munich,QA Engineer,5,1,Senior,Java,60000.0,0,30,Full-time employee,English,1000+,No,0.0,0
96,24/11/2020 11:50:04,28.0,Male,Berlin,Software Engineer,8,3,Lead,PHP ,80000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
97,24/11/2020 11:50:47,31.0,Female,Munich,agile master ,14,7,Middle,none,80000.0,0,30,Full-time employee,German,1000+,No,0.0,0
98,24/11/2020 11:50:51,32.0,Male,Munich,Software Engineer,7,3,Senior,Android,60000.0,0,38,Full-time employee,English,51-100,No,40.0,0
99,24/11/2020 11:50:52,30.0,Male,Berlin,Backend Developer,8,2.5,Senior,Scala,80000.0,0,25,Full-time employee,English,1000+,No,0.0,0
100,24/11/2020 11:50:56,26.0,Male,Munich,Backend Developer,7,"1,5",Senior,Java,78000.0,4000,27,Full-time employee,English,101-1000,No,0.0,0
101,24/11/2020 11:51:35,31.0,Male,Munich,Software Engineer,10,2,Senior,Java,68000.0,0,30,Full-time employee,English,1000+,No,0.0,0
102,24/11/2020 11:52:49,38.0,Female,Munich,QA Engineer,6,2,Middle,Java,62000.0,0,26,Full-time employee,English,1000+,No,0.0,0
103,24/11/2020 11:53:56,37.0,Male,Berlin,Software Engineer,10,3,Senior,PHP,55000.0,0,26,Full-time employee,English,11-50,No,0.0,0
104,24/11/2020 11:54:06,25.0,Male,Munich,Software Engineer,3,1,Middle,Java,62000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
105,24/11/2020 11:54:18,36.0,Male,Berlin,Frontend Developer,12,4,Senior,JavaScript,72000.0,0,26,Full-time employee,English,up to 10,No,0.0,0
106,24/11/2020 11:54:32,27.0,Male,Munich,QA Engineer,5,1,Senior,Swift,58000.0,5800,30,Full-time employee,English,1000+,No,0.0,0
107,24/11/2020 11:55:06,35.0,Male,Frankfurt,ML Engineer,12,10,Senior,ML,120000.0,30000,30,Full-time employee,English,1000+,No,0.0,0
108,24/11/2020 11:55:07,37.0,Male,Munich,Software Engineer,15,2,Senior,php,75000.0,0,30,Full-time employee,German,101-1000,No,0.0,200
109,24/11/2020 11:55:33,26.0,Male,Munich,Data Scientist,3,2,Middle,Python,65000.0,7000,30,Full-time employee,English,101-1000,No,0.0,0
110,24/11/2020 11:55:57,33.0,Male,Frankfurt,Solution Architect,6,6,Middle,Python,85000.0,40000,28,Full-time employee,English,1000+,No,0.0,0
111,24/11/2020 11:56:00,34.0,Male,Berlin,Frontend Developer,7,1,Senior,JavaScript,65000.0,0,25,Full-time employee,English,up to 10,No,0.0,0
112,24/11/2020 11:56:05,33.0,Male,Berlin,Backend Developer,12,6,Lead,PHP,65000.0,0,27,Full-time employee,English,101-1000,No,0.0,0
114,24/11/2020 11:56:47,29.0,Male,Berlin,Backend Developer,8,0,Senior,Scala,72000.0,0,25,Full-time employee,English,101-1000,No,0.0,0
115,24/11/2020 11:56:56,24.0,Male,Munich,Software Engineer,5,2,Middle,C++,79000.0,56000,30,Full-time employee,English,1000+,No,0.0,900
117,24/11/2020 11:57:53,30.0,Female,Berlin,Software Engineer,8,2,Senior,"Scala, React.js",75000.0,0,35,Full-time employee,English,101-1000,No,0.0,0
118,24/11/2020 11:57:55,28.0,Male,Cologne,BI Consultant,8,1,Senior,SQL,60000.0,12000,28,Full-time employee,English,up to 10,No,0.0,1500
119,24/11/2020 11:58:24,31.0,Male,Munich,Backend Developer,11,1,Senior,PHP,80000.0,4000,30,Full-time employee,English,1000+,No,0.0,0
120,24/11/2020 11:59:14,28.0,Male,Munich,Mobile Developer,5,3,Senior,iOS,57000.0,8000,30,Full-time employee,English,1000+,No,0.0,0
121,24/11/2020 11:59:20,32.0,Female,Kempten,Fullstack Developer,10,1,Middle,C#,49000.0,0,30,Full-time employee,English and German,51-100,No,0.0,0
122,24/11/2020 11:59:33,28.0,Male,Berlin,Software Engineer,6,2,Senior,Java,65000.0,75000,28,Full-time employee,English,11-50,No,0.0,0
123,24/11/2020 11:59:38,26.0,Female,Munich,Data Scientist,3,1,Junior,Ml/Python,70000.0,12000,28,Full-time employee,English,1000+,No,0.0,0
124,24/11/2020 12:00:01,33.0,Male,Berlin,Mobile Developer,6,4,Middle,Swift,63000.0,6300,28,Full-time employee,English,101-1000,No,0.0,850
126,24/11/2020 12:00:59,31.0,Male,Berlin,Software Engineer,9,1,Senior,"C#, .net core",60000.0,6000,25,Full-time employee,English,11-50,No,0.0,0
127,24/11/2020 12:01:01,30.0,Male,Munich,Frontend Developer,6,1,Senior,Javascript,75000.0,101,28,Full-time employee,English,51-100,No,0.0,0
128,24/11/2020 12:01:59,31.0,Male,Berlin,Frontend Developer,8,1,Senior,JavaScript/TypeScript,70000.0,101,24,Full-time employee,English,101-1000,No,0.0,0
129,24/11/2020 12:02:04,37.0,Male,Munich,Backend Developer,12,4,Senior,php,62000.0,5000,28,Full-time employee,English,101-1000,No,32.0,0
130,24/11/2020 12:04:10,30.0,Male,Berlin,Software Engineer,10,5,Lead,Python,78000.0,1000,0,Full-time employee,English,101-1000,No,30.0,0
132,24/11/2020 12:06:20,25.0,Male,Munich,Backend Developer,5,0,Senior,Java,75000.0,5000,24,Full-time employee,English,101-1000,No,0.0,0
133,24/11/2020 12:06:41,36.0,Male,Berlin,Backend Developer,19,5,Senior,PHP,69000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
134,24/11/2020 12:06:58,40.0,Male,Berlin,Frontend Developer,7,1,Middle,Javascript,54000.0,0,24,Full-time employee,English,11-50,No,10.0,0
136,24/11/2020 12:07:26,35.0,Male,Munich,Software Engineer,13,4,Senior,Java,80000.0,1500,40,Full-time employee,English,101-1000,No,30.0,0
137,24/11/2020 12:07:43,42.0,Male,Berlin,Software Engineer,20,5,Senior,Ruby on Rails,80000.0,0,27,Full-time employee,German,51-100,No,0.0,0
138,24/11/2020 12:07:44,34.0,Male,Berlin,QA Engineer,10,4,Senior,Java,75000.0,3000,28,Full-time employee,English,101-1000,No,0.0,0
139,24/11/2020 12:07:47,30.0,Male,Berlin,Backend Developer,6,2,Senior,Ruby,75000.0,75000,30,Full-time employee,English,101-1000,No,0.0,0
140,24/11/2020 12:08:51,35.0,Male,Berlin,Software Engineer,12,1,Senior,C#,70000.0,22000,25,Full-time employee,English,1000+,No,0.0,200
141,24/11/2020 12:09:03,34.0,Male,Munich,Cloud Architect,10,4,Senior,"Azure, SAP",120000.0,40000,30,Full-time employee,English,1000+,No,0.0,1000
145,24/11/2020 12:09:55,26.0,Male,Münster,Data Scientist,5.5,3,Junior,Python,48000.0,2000,26,Full-time employee,German,1000+,No,0.0,0
146,24/11/2020 12:10:03,35.0,Male,Berlin,Frontend Developer,4,1,Middle,JavaScript,50000.0,5000,28,Full-time employee,English,101-1000,No,0.0,500
147,24/11/2020 12:10:05,31.0,Female,Munich,QA Engineer,7,3,Senior,Java,68000.0,0,30,Full-time employee,English,1000+,No,40.0,0
148,24/11/2020 12:11:42,35.0,Male,Frankfurt,Software Engineer,12,3,Senior,java,66000.0,0,25,Full-time employee,German,51-100,No,0.0,1
150,24/11/2020 12:12:35,25.0,Male,Berlin,Backend Developer,4,1,Middle,Python,60000.0,0,24,Full-time employee,English,11-50,No,0.0,0
151,24/11/2020 12:13:24,42.0,Female,Berlin,QA Engineer,20,1,Middle,python,55000.0,0,30,Full-time employee,English,1000+,No,0.0,0
153,24/11/2020 12:14:23,40.0,Female,Munich,Software Engineer,20,7,Middle,Java,54000.0,0,30,Full-time employee,German,101-1000,No,0.0,0
155,24/11/2020 12:14:52,37.0,Male,Berlin,Software Engineer,8,5,Junior,Java,60000.0,0,28,Full-time employee,English,51-100,No,0.0,0
156,24/11/2020 12:15:30,33.0,Male,Munich,Software Engineer,10,3,Senior,Java,75000.0,7500,30,Full-time employee,English,101-1000,No,0.0,1500
157,24/11/2020 12:16:38,38.0,Male,Cologne,Software Engineer,11,5,Senior,PHP,55000.0,0,26,Full-time employee,English,101-1000,No,0.0,0
158,24/11/2020 12:16:49,27.0,Male,Munich,Frontend Developer,4,0,Senior,Frontend,60000.0,0,28,Full-time employee,English,51-100,No,0.0,0
159,24/11/2020 12:17:15,33.0,Male,Berlin,Software Engineer,7,7,Senior,"Java, JavaScript",62000.0,67000,30,Full-time employee,English,1000+,No,0.0,0
161,24/11/2020 12:17:32,36.0,Female,Munich,Backend Developer,5,1,Middle,PHP,60000.0,5000,28,Full-time employee,English,101-1000,No,0.0,0
162,24/11/2020 12:17:51,42.0,Male,Berlin,DevOps,22,4,Lead,yaml,70000.0,0,24,Full-time employee,English,1000+,No,0.0,0
163,24/11/2020 12:18:41,32.0,Male,Frankfurt,Network Engineer ,10,2,Senior,Python ,68500.0,6000,25,Full-time employee,English,101-1000,No,0.0,0
164,24/11/2020 12:21:10,31.0,Male,Berlin,Frontend Developer,10,1.5,Senior,Javascript,71060.0,101,28,Full-time employee,English,51-100,No,0.0,200
165,24/11/2020 12:21:33,33.0,Female,Berlin,QA Engineer,6,0.5,Middle,Java,60000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
166,24/11/2020 12:21:45,40.0,Male,Berlin,VP Engineering,10,7,VP,JS,100000.0,0,24,Full-time employee,English,51-100,No,0.0,0
168,24/11/2020 12:23:47,28.0,Male,Munich,Backend Developer,6,5,Senior,Java,70000.0,2000,30,Full-time employee,English,101-1000,No,0.0,0
170,24/11/2020 12:26:12,31.0,Male,Berlin,Software Engineer,9,4,Senior,Python,90000.0,0,30,Full-time employee,English,1000+,No,0.0,1000
171,24/11/2020 12:26:20,28.0,Male,Berlin,Mobile Developer,5,1.5,Lead,Swift,70800.0,0,28,Full-time employee,English,11-50,No,0.0,0
172,24/11/2020 12:27:21,29.0,Male,Berlin,Software Engineer,8,3,Middle,PHP,55000.0,0,24,Full-time employee,English,11-50,No,20.0,0
173,24/11/2020 12:27:23,40.0,Male,Munich,Mobile Developer,25,2,Lead,Swift,85000.0,5000,30,Full-time employee,English,11-50,No,0.0,0
174,24/11/2020 12:28:08,46.0,Male,Munich,QA Engineer,13,13,Senior,Java,70000.0,8500,28,Full-time employee,German,101-1000,No,0.0,500
175,24/11/2020 12:28:14,33.0,Male,Berlin,Backend Developer,5,2,Middle,Java,66000.0,70000,30,Full-time employee,English,101-1000,No,0.0,0
176,24/11/2020 12:28:23,33.0,Male,Berlin,ML Engineer,10,5,Middle,Python,62000.0,0,28,Full-time employee,English,51-100,No,20.0,0
177,24/11/2020 12:28:45,34.0,Male,Berlin,Software Engineer,14,4,Lead,Java,95000.0,5000,30,Full-time employee,English,1000+,No,0.0,500
178,24/11/2020 12:28:58,36.0,Male,Berlin,Backend Developer,18,1,Senior,PHP,65000.0,70000,26,Full-time employee,English,101-1000,No,34.0,0
179,24/11/2020 12:29:35,33.0,Female,Berlin,QA Engineer,8,1.5,Senior,-,50000.0,0,24,Full-time employee,English,11-50,Yes,20.0,0
180,24/11/2020 12:30:03,32.0,Male,Berlin,Software Engineer,11,6,Lead,Android,80000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
181,24/11/2020 12:35:28,46.0,Male,Berlin,Software Engineer,14,14,Senior,JavaScript,80000.0,0,30,Full-time employee,English,51-100,Yes,20.0,0
182,24/11/2020 12:36:04,30.0,Male,Munich,Mobile Developer,8,1,Senior,Kotlin,66000.0,0,30,Full-time employee,English,1000+,No,0.0,0
183,24/11/2020 12:36:13,36.0,Male,Rosenheim,Data Science Manager,12,0.5,Manager,Python,89200.0,17800,0,Full-time employee,English,1000+,No,0.0,0
184,24/11/2020 12:37:20,35.0,Male,Berlin,Product Manager,10,5,Senior,php,90000.0,10000,0,Full-time employee,English,101-1000,No,0.0,0
186,24/11/2020 12:40:25,31.0,Male,Berlin,Data Scientist,10,5,Lead,Python ,115000.0,70000,28,Full-time employee,English,1000+,No,0.0,100
187,24/11/2020 12:41:45,46.0,Male,Munich,Scrum Master,12,8,Senior,Agile,85000.0,10000,30,Full-time employee,German,1000+,No,38.0,0
188,24/11/2020 12:44:38,26.0,Male,Berlin,Mobile Developer,6,2,Senior,Kotlin,70000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
189,24/11/2020 12:44:58,31.0,Male,Mannheim ,Firmware Engineer,10,3,Senior,C,45000.0,0,30,Full-time employee,English,11-50,Yes,0.0,0
190,24/11/2020 12:47:46,31.0,Male,Munich,Frontend Developer,12,1.5,Lead,"TypeScript, JavaScript",85000.0,3000,29,Full-time employee,English,11-50,No,0.0,0
191,24/11/2020 12:48:17,30.0,Female,Berlin,QA Engineer,5,3,Middle,Python ,50000.0,4000,30,Full-time employee,German,101-1000,No,0.0,0
192,24/11/2020 12:50:06,35.0,Male,Munich,Software Engineer,13,4,Lead,Pegasystems platform ,140000.0,6000,28,Full-time employee,English,51-100,No,0.0,0
193,24/11/2020 12:51:24,33.0,Male,Berlin,Software Engineer,12,5,Senior,Javascript,120000.0,0,28,Self-employed (freelancer),English,101-1000,No,0.0,0
194,24/11/2020 12:52:56,36.0,Male,Berlin,Software Engineer,7,5,Middle,"C++, Java, Embedded C",42000.0,0,25,Full-time employee,English and German,up to 10,No,32.0,0
195,24/11/2020 12:54:46,36.0,Male,Munich,Solutions Architect,12,5,Lead,Cloud,105000.0,25000,28,Full-time employee,English,1000+,No,0.0,0
197,24/11/2020 12:55:30,38.0,Male,Frankfurt,Data Center Manager,6,2,Work Center Manager,DC Management,68000.0,12000,30,Full-time employee,English,1000+,No,0.0,0
198,24/11/2020 12:55:58,35.0,Female,Berlin,Software Engineer,15,6,Senior,C#,76000.0,0,30,Full-time employee,German,1000+,No,24.0,0
199,24/11/2020 12:58:38,32.0,Male,Munich,Fullstack Developer,9,2,Senior,Java,70000.0,4000,26,Full-time employee,English,11-50,No,0.0,0
200,24/11/2020 12:59:10,29.0,Male,Berlin,Software Engineer,8,2,Senior,Go,70000.0,5000,30,Full-time employee,English,1000+,No,32.0,0
201,24/11/2020 13:00:56,30.0,Male,Rosenheim,Software Engineer,9,5,Middle,Java,63000.0,0,30,Full-time employee,German,101-1000,No,0.0,0
202,24/11/2020 13:01:17,35.0,Male,Berlin,ML Engineer,10,2,Lead,Scala,96000.0,4000,30,Full-time employee,English,11-50,No,0.0,0
203,24/11/2020 13:02:04,29.0,Male,Berlin,Software Engineer,7,5,Senior,Python,64000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
205,24/11/2020 13:05:30,30.0,Female,Munich,Mobile Developer,10,3.5,Senior,Swift,65000.0,5000,30,Full-time employee,English,1000+,No,0.0,0
206,24/11/2020 13:05:53,25.0,Male,Berlin,Software Engineer,6,1,Middle,Java,61500.0,26000,28,Full-time employee,English,1000+,No,0.0,0
207,24/11/2020 13:07:04,43.0,Male,Berlin,Software Engineer,20,4,Senior,Python,79000.0,0,27,Full-time employee,English,1000+,No,0.0,500
208,24/11/2020 13:07:24,38.0,Male,Berlin,Software Engineer,16,1,Senior,Python,65000.0,0,26,Full-time employee,English,1000+,No,0.0,0
209,24/11/2020 13:09:38,26.0,Male,Berlin,Software Engineer,5,2,Middle,Scala,63000.0,10300,28,Full-time employee,English,101-1000,No,0.0,850
210,24/11/2020 13:09:51,25.0,Female,Munich,Product Manager,3,0.5,Middle,--,62000.0,0,30,Full-time employee,English,1000+,No,0.0,0
211,24/11/2020 13:11:21,34.0,Male,Munich,Software Engineer,12,5,Lead,python,95000.0,0,30,Full-time employee,English,11-50,No,0.0,1500
213,24/11/2020 13:14:33,27.0,Male,Berlin,Backend Developer,5,1,Middle,Java,65000.0,0,30,Full-time employee,English,1000+,No,0.0,0
214,24/11/2020 13:16:52,30.0,Male,Berlin,Mobile Developer,3,2,Senior,Swift,58000.0,0,28,Full-time employee,English,11-50,No,0.0,0
