,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
376,32.0,Male,Hamburg,Software Engineer,12,7,Senior,Java,"Kotlin, PHP, Javascript / Typescript, Java / Scala",66300.0,1000,65000.0,1000,28,Full-time,Unlimited contract,German,101-1000,Utilities and Manufacturing,No,0.0,2000
377,33.0,Female,Berlin,Software Engineer,6,3,Middle,java,"SQL, AWS, Kubernetes, Docker",65000.0,0,54000.0,No Response,28,Full-time,Unlimited contract,English,1000+,Entrepreneurship,No,30.0,500
378,34.0,Male,Berlin,Software Engineer,13,4,Lead,Kotlin ,"Python, Kotlin, C/C++, Java / Scala",85000.0,0,No Response,No Response,32,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,600
379,35.0,Female,Stuttgart,QA Manager ,9,4,Middle,Jira,No Response,60000.0,No,60000.0,No,30,Full-time,Unlimited contract,English,101-1000,Business Services,No,0.0,No
380,37.0,Male,Stuttgart,Software Engineer,9,5,Senior,Qml,C/C++,60000.0,No,60000.0,No,30,Full-time,Unlimited contract,English,101-1000,Business Services,No,0.0,No
381,40.0,Male,Stuttgart,Software Engineer,14,14,Senior,C,C/C++,95000.0,0,No Response,No Response,0,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
382,33.0,Male,Berlin,Director of Engineering,10,5,Senior,PHP,"PHP, Javascript / Typescript, Java / Scala, SQL, AWS, Docker",100000.0,0,84000.0,0,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,32.0,0
383,36.0,Male,Munich,IT Spezialist,15,6,Senior,AWS,"Javascript / Typescript, Java / Scala, AWS, Docker",79300.0,11900,73000.0,6000,30,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
384,27.0,Male,Frankfurt,Software Engineer,5,3,Middle,C#/.NET,"C/C++, SQL, VBA",48000.0,0,45000.0,0,28,Full-time,Unlimited contract,English,up to 10,Business Services,No,0.0,0
385,28.0,Male,Berlin,Software Engineer,6,2,Middle,PHP,"Javascript / Typescript, SQL, Go, Docker",60000.0,0,60000.0,0,26,Full-time,Unlimited contract,English,101-1000,E-Commerce,No,40.0,0
386,23.0,Male,Warsaw,Software Engineer,4,0,Middle,PHP,"Javascript / Typescript, SQL, Docker",34000.0,0,No Response,No Response,28,Full-time,Temporary contract,English,up to 10,Utilities and Manufacturing,No,0.0,0
387,31.0,Female,Berlin,QA Engineer,11,1.5,Middle,JS,"Ruby, SQL",57000.0,0,55000.0,"learning budget, bvg, gym, food",30,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
388,34.0,Male,Tallinn,Software Engineer,12,0,Middle,PHP,"Javascript / Typescript, SQL, Go, Docker",54000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
389,34.0,Male,Berlin,Software Engineer,10,2,Senior,.Net,Python,60000.0,0,55000.0,No Response,28,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,0.0,0
390,38.0,Male,Munich,Software Engineer,15,5,Senior,Javascript,"Javascript / Typescript, .NET, SQL, AWS, Kubernetes, Docker",80000.0,6000,78000.0,5000,30,Full-time,Unlimited contract,English,51-100,General,No,0.0,0
391,25.0,Female,Berlin,Frontend Developer,4,1,Middle,Javascript / Typescript,NodeJS,60000.0,0,No Response,No Response,23,Full-time,Unlimited contract,English,11-50,Entrepreneurship,Yes,0.0,0
392,23.0,Male,Berlin,Software Engineer,3,3,Middle,JavaScript,AWS,60000.0,6000,52000.0,0,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
393,30.0,Male,Munich,Software Engineer,10,4,Senior,.NET,"Python, Javascript / Typescript, Azure",75000.0,5000,75000.0,7000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
394,32.0,Male,Berlin,Engineering Manager,10,5,Middle,JavaScript,"Javascript / Typescript, Ruby, Kubernetes, Docker",85000.0,0,78000.0,No Response,24,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,700
395,28.0,Male,Berlin,Frontend Developer,2,2,Junior,JavaScript,"Javascript / Typescript, Google Cloud",47000.0,0,46000.0,No Response,26,Full-time,Unlimited contract,German,1000+,"Tech, Media and Telecom",No,0.0,0
396,31.0,Male,Berlin,ML Engineer,4,4,Junior,python,"Python, Java / Scala, AWS",62000.0,8000,50000.0,0,30,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
397,40.0,Female,Berlin,Software Engineer,1.5,1.5,Junior,JavaScript ,Ruby,50000.0,0,40000.0,5000,30,Full-time,Unlimited contract,English,51-100,Entrepreneurship,No,0.0,1200
398,42.0,Male,Berlin,Software Engineer,17,9,Senior,Go,"Ruby, AWS, Kubernetes, Docker",75000.0,8000,73000.0,3000,28,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
399,27.0,Male,Berlin,Software Engineer,6,3,Middle,Java,"C/C++, Kubernetes, Docker",82000.0,12000,94000.0,92000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,1300
400,29.0,Male,Munich,Software Engineer,8,6,Middle,PHP,"Javascript / Typescript, SQL",75000.0,0,66000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
401,23.0,Male,Berlin,Software Engineer,5,0,Middle,Python,"Python, C/C++, Javascript / Typescript, SQL, Docker",53000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
402,35.0,Male,Munich,Backend Developer,14,2.5,Senior,Java,"Kotlin, Java / Scala, SQL, Kubernetes, Docker",77000.0,0,69300.0,0,30,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
403,39.0,Male,Berlin,Manager,11,9,Lead,Python ,"Python, Kotlin, Java / Scala, AWS",180000.0,150000,130000.0,120000,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
404,33.0,Male,Lübeck,Software Engineer,10,1,Middle,C#,"Javascript / Typescript, .NET",55000.0,0,No Response,No Response,27,Full-time,Unlimited contract,German,101-1000,Utilities and Manufacturing,No,0.0,0
405,38.0,Male,Berlin,Data Scientist,15,2,Lead,Python,"Python, SQL, SAP / ABAP, AWS",100000.0,120000,80000.0,No Response,27,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,25.0,0
406,31.0,Male,Hamburg,ML Engineer,3,3,Lead,Python ,"Kubernetes, Docker",70000.0,0,65000.0,0,30,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
407,26.0,Female,Berlin,Data Scientist,2,1,Junior,Python,"R, SQL, AWS, Docker",47000.0,0,No Response,No Response,25,Full-time,Unlimited contract,English,11-50,Business Services,No,40.0,0
408,30.0,Male,Berlin,Software Engineer,10,4,Senior,Java,"PHP, Java / Scala",70000.0,0,70000.0,No Response,27,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
409,33.0,Male,Munich,Software Engineer,9,9,Lead,Java,"Python, Kotlin, Javascript / Typescript, SQL, AWS, Docker",100000.0,No,100000.0,No,29,Full-time,Unlimited contract,German,51-100,Utilities and Manufacturing,No,0.0,No
410,33.0,Male,Munich,Software Engineer,11,1,Senior,Python,"Python, Javascript / Typescript, SQL, AWS",65000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,51-100,Entrepreneurship,No,32.0,0
411,31.0,Male,Berlin,Mobile Developer,10,3,Senior,Swift,Swift,80000.0,13500,64000.0,64000,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,1750
412,33.0,Male,Nuremberg,Data Scientist,2,2,Middle,Python,"R, SQL, AWS, Kubernetes, Docker",54000.0,0,54000.0,0,30,Full-time,Unlimited contract,English,1000+,Business Services,No,0.0,0
413,43.0,Male,Munich,Consultant ,21,3,Senior,Java,"Javascript / Typescript, .NET, Java / Scala, Docker",72000.0,0,63000.0,1000,28,Full-time,Unlimited contract,German,101-1000,Business Services,No,0.0,0
414,36.0,Male,Berlin,Frontend Developer,14,5,Senior,Javascript,Javascript / Typescript,78000.0,0,70000.0,No Response,24,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
415,33.0,Male,Nurenberg,Software Engineer,9,9,Senior,Javascript / Typescript,"Python, Java / Scala, SQL, Azure, Docker",60000.0,25000,60000.0,17000,30,Full-time,Unlimited contract,German,1000+,Business Services,No,0.0,0
416,36.0,Female,Berlin,DevOps,1,3,Middle,java,"Kubernetes, Docker",60000.0,5000,58000.0,No Response,26,Full-time,Unlimited contract,English,51-100,Business Services,No,0.0,0
417,27.0,Female,Munich,Mobile Developer,1,1,Junior,"Kotlin, Java","Kotlin, Java / Scala",50000.0,0,50000.0,50000,27,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,32.0,0
418,33.0,Male,Berlin,Software Engineer,12,5,Lead,Go,"Go, AWS, Docker",120000.0,50000,104000.0,10000,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
419,33.0,Male,Berlin,Data Analyst,2,2,Middle,SQL,Python,62000.0,0,50000.0,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
420,40.0,Male,Berlin,QA Engineer,11,11,Senior,Python,"Python, Java / Scala",60000.0,1000,60000.0,1000,28,Full-time,Unlimited contract,German,101-1000,Utilities and Manufacturing,No,0.0,0
421,40.0,Male,Bodensee,Product Manager,17,9,Lead,Linux Kernel,C/C++,81000.0,7000,81000.0,5500,30,Full-time,Unlimited contract,German,11-50,Utilities and Manufacturing,No,0.0,1500
422,35.0,Male,Frankfurt,Frontend Developer,6,0.5,Senior,Javascript,No Response,80000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,0.0,0
423,39.0,Male,Berlin,Data Scientist,7,4,Senior,several,"Python, SQL, AWS, Docker, unix shell scripts",70000.0,70000,65000.0,65000,28,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,32.0,200
424,25.0,Male,Berlin,Software Engineer,6,2,Middle,Java,"Python, Java / Scala, Go, AWS, Kubernetes, Docker",63700.0,1600,60000.0,600,29,Full-time,Unlimited contract,English,1000+,E-Commerce,No,0.0,580
425,27.0,Male,Berlin,Software Engineer,4,1,Middle,C#,"Javascript / Typescript, .NET, Azure, Docker",65000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
426,28.0,Male,Berlin,Data Scientist,4,4,Middle,Python ,"Java / Scala, R, SQL, Docker, Julia ",70000.0,5500,70000.0,5500,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,250
427,36.0,Female,Munich,Frontend Developer,10,3,Middle,javascript,Javascript / Typescript,48000.0,0,40000.0,0,30,Part-time,Unlimited contract,German,101-1000,Utilities and Manufacturing,No,0.0,0
428,29.0,Female,Berlin,Software Developer in Test,9,4,Lead,Java,"Javascript / Typescript, SQL, Docker",66000.0,0,60000.0,0,25,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
429,34.0,Male,Berlin,Mobile Developer,10,0.5,Senior,Android/Kotlin,"Kotlin, Java / Scala",70000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
430,39.0,Male,Munich,Software Architect,20,12,Lead,embedded,"C/C++, Clojure, Assembly",122000.0,45000,118000.0,46000,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,200
431,32.0,Male,Berlin,Software Engineer,6,0,Middle,PHP,"Python, PHP, Javascript / Typescript, SQL, AWS, Kubernetes, Docker",58000.0,0,No Response,No Response,30,Full-time,Temporary contract,German,1000+,Utilities and Manufacturing,Yes,0.0,0
432,37.0,Male,Berlin,QA Engineer,6,6,Middle,Java/Groovy,"AWS, Docker",69200.0,0,67100.0,0,28,Full-time,Unlimited contract,English,101-1000,"Tech, Media and Telecom",No,0.0,0
433,32.0,Male,Munich,Software Engineer,7,1,Senior,Python ,"Python, Javascript / Typescript, SQL, Docker",72000.0,0,65000.0,0,29,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,1500
434,35.0,Male,Munich,Software Engineer,16,8,Lead,PHP,"Javascript / Typescript, SQL, AWS, Kubernetes, Docker",84000.0,0,79000.0,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,36.0,0
435,26.0,Male,Berlin,Data Scientist,5,3,Middle,Python ,"SQL, AWS, Kubernetes, Docker",59000.0,0,55000.0,0,26,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,300
436,32.0,Male,Berlin,Frontend Developer,7,1,Middle,Typescript,"Java / Scala, Kubernetes, Docker",68000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
437,29.0,Male,Berlin,Data Engineer,5,5,Middle,Python,"Python, Java / Scala, SQL, AWS, Kubernetes, Docker",68000.0,0,55000.0,No Response,0,Full-time,Unlimited contract,English,1000+,Entrepreneurship,No,28.0,1000
438,36.0,Male,Berlin,Software Engineer,10,10,Senior,typescript,"Javascript / Typescript, .NET, Azure",88000.0,0,80000.0,0,28,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
439,26.0,Male,Berlin,Software Engineer,5,2,Middle,Swift,No Response,71000.0,0,65000.0,No Response,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,24.0,0
440,28.0,Male,Berlin,Data Engineer,5,1,Middle,Scala,Java / Scala,65000.0,0,60000.0,0,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,500
441,36.0,Male,Berlin,Data Scientist,5,5,Middle,python,"Python, SQL, AWS, Google Cloud",50000.0,15000,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
442,40.0,Male,Munich,Software Engineer,18,18,Senior,java,"AWS, Docker",160000.0,0,160000.0,No Response,15,Self-employed,Temporary contract,German,up to 10,Business Services,No,0.0,0
443,29.0,Male,Milan,Data Scientist,4,0,Middle,Python + SQL,"Python, SQL, Spark",37500.0,0,35000.0,0,16,Full-time,Unlimited contract,Italian,101-1000,Business Services,No,0.0,0
444,32.0,Male,Berlin,Software Engineer,10,5,Middle,javascript,"Javascript / Typescript, SQL, AWS, Docker",65000.0,5000,65000.0,0,24,Full-time,Unlimited contract,English,51-100,Entrepreneurship,No,25.0,0
445,28.0,Male,Munich,Software Engineer,5,4,Middle,Java,"Javascript / Typescript, Java / Scala, AWS, Docker",56000.0,8000,52000.0,7000,25,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
446,27.0,Male,Berlin,DevOps,7,3.5,Senior,Go,"Python, PHP, AWS, Google Cloud, Kubernetes, Docker",80000.0,No,75000.0,No Response,26,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,20.0,No
447,33.0,Male,Berlin,Software Engineer,16,5,Senior,Java,"Python, Kotlin, Java / Scala, Go, Rust, AWS, Kubernetes, Docker",83000.0,17000,80000.0,10000,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,700
448,34.0,Male,Munich,QA Engineer,5,2,Senior,Java,"Kotlin, Swift",76500.0,0,72000.0,0,3,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
449,31.0,Male,Berlin,Frontend Developer,8,3.5,Senior,Typescript,"Javascript / Typescript, Google Cloud, Kubernetes, Docker",60000.0,0,55000.0,0,30,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,0.0,0
450,31.0,Male,Munich,Frontend Developer,8,3,Senior,"Typescript, Web apps",Javascript / Typescript,79000.0,5000,67000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
451,31.0,Male,Berlin,Data Scientist,5,3,Middle,Python,"Python, Java / Scala, SQL, AWS, Docker",90000.0,18000,90000.0,12000,27,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
452,27.0,Male,Berlin,ML Engineer,6,1,Middle,Python,AWS,82000.0,38500,78000.0,0,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,Yes,0.0,0
453,29.0,Male,Berlin,Backend Developer,10,5,Senior,Scala,"Java / Scala, SQL, Go, Google Cloud, Kubernetes, Docker",78000.0,2000,75000.0,No Response,30,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
454,39.0,Male,Berlin,Software Engineer,6,1,Senior,PHP,"Javascript / Typescript, SQL, AWS, Docker",60000.0,0,No Response,No Response,25,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,32.0,0
455,35.0,Male,Berlin,Frontend Developer,10,3,Senior,JavaScript,Javascript / Typescript,75000.0,0,70000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Entrepreneurship,No,0.0,0
456,38.0,Male,Berlin,Tech Leader,24,1,Lead,Java,"Kotlin, PHP, Swift, Javascript / Typescript, Java / Scala, Clojure, R, Rust, AWS, Google Cloud, Azure, Kubernetes, Docker",130000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,Yes,0.0,0
457,31.0,Male,Salzburg,Chief Research Officer,10,2,C-Level Executive,Python,"Python, C/C++, AWS, Kubernetes, Docker",115000.0,25000,81000.0,5000,25,Full-time,Unlimited contract,English,51-100,Entrepreneurship,No,0.0,0
458,32.0,Male,Berlin,QA Engineer,7,3.5,Senior,Swift,Javascript / Typescript,65000.0,0,62000.0,3000,24,Full-time,Temporary contract,English,51-100,Entrepreneurship,No,0.0,0
459,35.0,Male,Berlin,SRE,10,3,Senior,Terraform ,"Python, AWS, Kubernetes",75000.0,10000,75000.0,0,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,300
460,28.0,Male,Rome,ML Engineer,2,0,Middle,Java,"Python, C/C++",36000.0,2400,28000.0,0,36,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
461,30.0,Female,Berlin,Data Scientist,6,5,Senior,python,"Python, SQL, Google Cloud, Kubernetes, Docker",76000.0,10000,63000.0,63000,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,700
462,26.0,Male,Berlin,Data Engineer,2,2,Middle,Python,"Python, SQL, AWS, Google Cloud, Kubernetes, Docker",54000.0,1000,31000.0,31000,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,700
463,25.0,Male,Berlin,Data Engineer,3,3,Senior,Scala,"Python, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",65000.0,10000,58000.0,0,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,700
464,27.0,Male,Berlin,DevOps,4,4,Middle,AWS,"Python, AWS, Docker",66000.0,6000,61200.0,67200,30,Full-time,Unlimited contract,English,101-1000,Business Services,No,0.0,0
465,22.0,Male,Berlin,Presales Engineer ,4,4,Middle,"Java, .Net",".NET, Java / Scala, SQL, Go, AWS, Docker",63000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
466,37.0,Female,Berlin,Data Scientist,2,2,Middle,Python,"R, SQL, AWS",62000.0,0,58000.0,600,30,Full-time,Unlimited contract,German,101-1000,"Tech, Media and Telecom",No,0.0,0
467,25.0,Male,Berlin,Data Scientist,1,0.5,Junior,"Python, statistics, SQL","Python, SQL, Google Cloud, Docker",51000.0,10000,No Response,No Response,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
468,33.0,Male,Berlin,Backend Developer,11,4,Senior,Scala,"Java / Scala, AWS, Kubernetes, Docker",154000.0,0,110000.0,No Response,22,Self-employed,Temporary contract,German,11-50,Entrepreneurship,No,35.0,0
469,38.0,Male,Berlin,Freelance AI lead / advisor,20,7,Lead,C,"Python, C/C++, Docker",200000.0,200000,80000.0,80000,0,Self-employed,0,English,up to 10,Business Services,Yes,0.0,0
470,25.0,Male,Berlin,Software Engineer,5,1,Senior,Node.js,"Javascript / Typescript, Google Cloud, Kubernetes",57000.0,0,No Response,No Response,24,Full-time,Temporary contract,English,up to 10,Business Services,No,0.0,0
471,26.0,Female,Berlin,Data Scientist,4,1,Middle,"Sql, BQ, tableau, gtm, ga","Python, Javascript / Typescript, SQL",45000.0,0,45000.0,0,25,Full-time,Temporary contract,English,101-1000,Entrepreneurship,Yes,0.0,0
472,29.0,Male,Berlin,Frontend Developer,3,3,Middle,React ,Javascript / Typescript,43000.0,4300,43000.0,4000,28,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
473,22.0,Female,Berlin,Business Development Manager Operations ,4,1,Middle,Business Development Manager Operation ,No Response,39000.0,No,39000.0,No Response,24,Full-time,Temporary contract,English,1000+,Entrepreneurship,No,0.0,No
474,30.0,Male,Berlin,Frontend Developer,4,2,Senior,TypeScript,Javascript / Typescript,73000.0,0,70000.0,0,26,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,32.0,0
